,player_name,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,carries,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,fantasy_points
39521,C.Batch,PIT,2007,1,REG,0,0,0.0,0,0.0,0.0,1,-1.0,0,0,0,0.0,0,-0.1
39522,C.Batch,PIT,2007,2,REG,0,0,0.0,0,0.0,0.0,2,-2.0,0,0,0,0.0,0,-0.2
39523,C.Batch,PIT,2007,3,REG,0,0,0.0,0,0.0,0.0,1,0.0,0,0,0,0.0,0,0.0
39524,C.Batch,PIT,2007,5,REG,0,0,0.0,0,0.0,0.0,2,-1.0,0,0,0,0.0,0,-0.1
39525,C.Batch,PIT,2007,9,REG,1,5,14.0,0,1.0,0.0,2,0.0,0,0,0,0.0,0,-1.44
39526,C.Batch,PIT,2007,16,REG,0,0,0.0,0,0.0,0.0,3,-2.0,0,0,0,0.0,0,-0.2
39527,C.Batch,PIT,2007,17,REG,16,31,218.0,2,2.0,0.0,1,-1.0,0,0,0,0.0,0,12.62
39528,M.Berger,ARI,2007,14,REG,0,0,0.0,0,0.0,0.0,1,0.0,0,0,0,0.0,0,0.0
39529,M.Booker,MIA,2007,1,REG,0,0,0.0,0,0.0,0.0,1,12.0,0,3,3,20.0,0,3.2
39530,M.Booker,MIA,2007,2,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,4,4,79.0,1,13.9
39531,M.Booker,MIA,2007,3,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,5,5,60.0,0,6.0
39532,M.Booker,MIA,2007,4,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,8.0,0,0.8
39533,M.Booker,MIA,2007,5,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,5,5,45.0,0,4.5
39534,M.Booker,MIA,2007,6,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,2,2,34.0,0,3.4
39535,M.Booker,MIA,2007,7,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,28.0,0,2.8
39536,M.Booker,MIA,2007,8,REG,0,0,0.0,0,0.0,0.0,1,0.0,0,3,3,31.0,0,1.1
39537,M.Booker,MIA,2007,10,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,2,2,16.0,0,1.6
39538,M.Booker,MIA,2007,11,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,19.0,0,1.9
39539,M.Booker,MIA,2007,12,REG,0,1,0.0,0,0.0,0.0,0,0.0,0,5,5,54.0,0,5.4
39540,M.Booker,MIA,2007,13,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,4,4,36.0,0,3.6
39541,M.Booker,MIA,2007,15,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,8,8,88.0,0,8.8
39542,M.Booker,MIA,2007,16,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,29.0,0,2.9
39543,M.Booker,MIA,2007,17,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,9.0,0,0.9
39544,D.Bowens,NYJ,2007,15,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,6.0
39545,K.Brady,NE,2007,3,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,20.0,0,2.0
39546,K.Brady,NE,2007,5,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,7.0,0,0.7
39547,K.Brady,NE,2007,6,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,1.0,1,6.1
39548,K.Brady,NE,2007,7,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,10.0,1,7.0
39549,K.Brady,NE,2007,8,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,19.0,0,1.9
39550,K.Brady,NE,2007,13,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,6.0,0,0.6
39551,K.Brady,NE,2007,14,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,7.0,0,0.7
39552,K.Brady,NE,2007,19,POST,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,12.0,0,1.2
39553,K.Brady,NE,2007,21,POST,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,3.0,0,0.3
39554,I.Bruce,LA,2007,1,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,20.0,0,2.0
39555,I.Bruce,LA,2007,2,REG,0,0,0.0,0,0.0,0.0,1,-3.0,0,8,8,145.0,0,14.2
39556,I.Bruce,LA,2007,3,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,14.0,0,1.4
39557,I.Bruce,LA,2007,4,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,24.0,0,2.4
39558,I.Bruce,LA,2007,7,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,2,2,52.0,0,5.2
39559,I.Bruce,LA,2007,8,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,6,6,70.0,0,7.0
39560,I.Bruce,LA,2007,10,REG,0,0,0.0,0,0.0,0.0,1,-1.0,0,4,4,62.0,1,12.1
39561,I.Bruce,LA,2007,11,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,5,5,54.0,0,5.4
39562,I.Bruce,LA,2007,12,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,6,6,63.0,1,12.3
39563,I.Bruce,LA,2007,13,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,4,4,31.0,1,9.1
39564,I.Bruce,LA,2007,15,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,4,10,72.0,0,7.2
39565,I.Bruce,LA,2007,16,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,7,7,87.0,1,14.7
39566,I.Bruce,LA,2007,17,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,2,2,39.0,0,3.9
39567,D.Campbell,DET,2007,1,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,1.0,0,0.1
39568,D.Clark,CHI,2007,1,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,38.0,0,3.8
39569,D.Clark,CHI,2007,2,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,4,4,29.0,0,2.9
39570,D.Clark,CHI,2007,3,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,2,2,58.0,0,5.8
39571,D.Clark,CHI,2007,4,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,7,7,44.0,1,10.4
39572,D.Clark,CHI,2007,5,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,62.0,1,12.2
39573,D.Clark,CHI,2007,6,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,48.0,0,4.8
39574,D.Clark,CHI,2007,7,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,5,5,32.0,0,3.2
39575,D.Clark,CHI,2007,8,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,11.0,0,1.1
39576,D.Clark,CHI,2007,10,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,2,2,24.0,0,2.4
39577,D.Clark,CHI,2007,11,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,7.0,0,0.7
39578,D.Clark,CHI,2007,12,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,2,2,61.0,0,6.1
39579,D.Clark,CHI,2007,13,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,5,5,76.0,1,13.6
39580,D.Clark,CHI,2007,14,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,33.0,0,3.3
39581,D.Clark,CHI,2007,15,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,9.0,0,0.9
39582,D.Clark,CHI,2007,16,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,2,2,13.0,1,7.3
39583,K.Collins,TEN,2007,1,REG,0,0,0.0,0,0.0,1.0,0,0.0,0,0,0,0.0,0,0.0
39584,K.Collins,TEN,2007,3,REG,4,4,22.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.88
39585,K.Collins,TEN,2007,6,REG,10,20,125.0,0,0.0,2.0,0,0.0,0,0,0,0.0,0,5.0
39586,K.Collins,TEN,2007,7,REG,25,42,280.0,0,0.0,1.0,0,0.0,0,0,0,0.0,0,9.2
39587,K.Collins,TEN,2007,14,REG,1,3,-2.0,0,0.0,1.0,0,0.0,0,0,0,0.0,0,-0.08
39588,K.Collins,TEN,2007,17,REG,10,13,106.0,0,0.0,0.0,3,-3.0,0,0,0,0.0,0,3.94
39589,T.Collins,WAS,2007,14,REG,15,20,224.0,2,0.0,1.0,1,-1.0,0,0,0,0.0,0,14.86
39590,T.Collins,WAS,2007,15,REG,8,25,166.0,0,0.0,2.0,2,-2.0,0,0,0,0.0,0,6.44
39591,T.Collins,WAS,2007,16,REG,22,29,254.0,2,0.0,1.0,3,6.0,0,0,0,0.0,0,18.76
39592,T.Collins,WAS,2007,17,REG,22,31,244.0,1,0.0,3.0,2,-2.0,0,0,0,0.0,0,11.56
39593,T.Collins,WAS,2007,18,POST,29,50,266.0,2,2.0,3.0,2,2.0,0,0,0,0.0,0,14.84
39594,Z.Crockett,TB,2007,7,REG,0,0,0.0,0,0.0,0.0,1,0.0,0,0,0,0.0,0,0.0
39595,D.Culpepper,LV,2007,3,REG,8,14,118.0,0,0.0,1.0,0,0.0,0,0,0,0.0,0,4.72
39596,D.Culpepper,LV,2007,4,REG,5,12,75.0,2,0.0,1.0,7,28.0,3,0,0,0.0,0,31.8
39597,D.Culpepper,LV,2007,6,REG,24,37,230.0,1,2.0,6.0,2,5.0,0,0,0,0.0,0,7.7
39598,D.Culpepper,LV,2007,7,REG,18,29,228.0,1,1.0,2.0,3,4.0,0,0,0,0.0,0,11.52
39599,D.Culpepper,LV,2007,8,REG,15,32,167.0,0,1.0,5.0,2,9.0,0,0,0,0.0,0,3.58
39600,D.Culpepper,LV,2007,11,REG,23,39,344.0,1,1.0,4.0,3,0.0,0,0,0,0.0,0,13.76
39601,D.Culpepper,LV,2007,12,REG,15,22,170.0,0,0.0,2.0,3,0.0,0,0,0,0.0,0,6.8
39602,J.Delhomme,CAR,2007,1,REG,18,27,201.0,3,0.0,0.0,3,12.0,0,0,0,0.0,0,21.24
39603,J.Delhomme,CAR,2007,2,REG,27,41,316.0,3,1.0,3.0,1,13.0,0,0,0,0.0,0,23.94
39604,J.Delhomme,CAR,2007,3,REG,10,18,109.0,2,0.0,2.0,2,1.0,0,0,0,0.0,0,12.46
39605,T.Dilfer,SF,2007,4,REG,12,33,128.0,0,2.0,5.0,0,0.0,0,0,0,0.0,0,1.12
39606,T.Dilfer,SF,2007,5,REG,12,19,126.0,1,1.0,3.0,1,4.0,0,0,0,0.0,0,7.44
39607,T.Dilfer,SF,2007,7,REG,23,38,209.0,2,2.0,6.0,3,11.0,0,0,0,0.0,0,9.46
39608,T.Dilfer,SF,2007,11,REG,20,42,231.0,0,2.0,3.0,0,0.0,0,0,0,0.0,0,5.24
39609,T.Dilfer,SF,2007,12,REG,25,39,256.0,2,0.0,3.0,1,10.0,0,0,0,0.0,0,19.24
39610,T.Dilfer,SF,2007,13,REG,14,29,171.0,2,4.0,6.0,3,-1.0,0,0,0,0.0,0,6.74
39611,T.Dilfer,SF,2007,14,REG,7,19,45.0,0,1.0,1.0,2,1.0,0,0,0,0.0,0,-0.1
39612,D.Driver,GB,2007,1,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,6,6,66.0,0,6.6
39613,D.Driver,GB,2007,2,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,8,8,73.0,1,13.3
39614,D.Driver,GB,2007,3,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,6,6,126.0,1,18.6
39615,D.Driver,GB,2007,4,REG,0,0,0.0,0,0.0,0.0,1,-1.0,0,7,7,58.0,0,5.7
39616,D.Driver,GB,2007,5,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,4,4,51.0,0,5.1
39617,D.Driver,GB,2007,6,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,5,5,38.0,0,3.8
39618,D.Driver,GB,2007,8,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,28.0,0,2.8
39619,D.Driver,GB,2007,9,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,5,5,99.0,0,9.9
39620,D.Driver,GB,2007,10,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,4,4,63.0,0,6.3
39621,D.Driver,GB,2007,11,REG,0,0,0.0,0,0.0,0.0,1,5.0,0,5,5,83.0,0,8.8
39622,D.Driver,GB,2007,12,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,10,10,147.0,0,14.7
39623,D.Driver,GB,2007,13,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,7,7,66.0,0,6.6
39624,D.Driver,GB,2007,14,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,38.0,0,3.8
39625,D.Driver,GB,2007,15,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,5,9,80.0,0,8.0
39626,D.Driver,GB,2007,16,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,4,4,32.0,0,3.2
39627,D.Driver,GB,2007,19,POST,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,18.0,0,1.8
39628,D.Driver,GB,2007,20,POST,0,0,0.0,0,0.0,0.0,0,0.0,0,5,5,141.0,1,20.1
39629,J.Dunn,KC,2007,16,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,2,2,9.0,0,0.9
39630,W.Dunn,ATL,2007,1,REG,0,0,0.0,0,0.0,0.0,22,55.0,0,4,5,26.0,0,8.1
39631,W.Dunn,ATL,2007,2,REG,0,0,0.0,0,0.0,0.0,13,50.0,1,1,1,4.0,0,11.4
39632,W.Dunn,ATL,2007,3,REG,0,0,0.0,0,0.0,0.0,11,55.0,0,4,4,13.0,0,4.8
39633,W.Dunn,ATL,2007,4,REG,0,0,0.0,0,0.0,0.0,18,62.0,0,4,4,9.0,0,7.1
39634,W.Dunn,ATL,2007,5,REG,0,0,0.0,0,0.0,0.0,10,27.0,0,2,2,12.0,0,3.9
39635,W.Dunn,ATL,2007,6,REG,0,0,0.0,0,0.0,0.0,8,15.0,0,2,2,13.0,0,2.8
39636,W.Dunn,ATL,2007,7,REG,0,0,0.0,0,0.0,0.0,13,28.0,0,1,1,1.0,0,2.9
39637,W.Dunn,ATL,2007,9,REG,0,0,0.0,0,0.0,0.0,27,100.0,1,0,0,0.0,0,16.0
39638,W.Dunn,ATL,2007,10,REG,0,0,0.0,0,0.0,0.0,26,89.0,1,3,3,51.0,0,20.0
39639,W.Dunn,ATL,2007,11,REG,0,0,0.0,0,0.0,0.0,15,32.0,0,8,8,40.0,0,7.2
39640,W.Dunn,ATL,2007,12,REG,0,0,0.0,0,0.0,0.0,17,70.0,0,2,2,10.0,0,8.0
39641,W.Dunn,ATL,2007,13,REG,0,0,0.0,0,0.0,0.0,10,17.0,0,1,1,23.0,0,4.0
39642,W.Dunn,ATL,2007,14,REG,0,0,0.0,0,0.0,0.0,6,3.0,0,1,1,11.0,0,1.4
39643,W.Dunn,ATL,2007,15,REG,0,0,0.0,0,0.0,0.0,8,32.0,0,1,1,7.0,0,1.9
39644,W.Dunn,ATL,2007,16,REG,0,0,0.0,0,0.0,0.0,12,13.0,0,1,1,8.0,0,2.1
39645,W.Dunn,ATL,2007,17,REG,0,0,0.0,0,0.0,0.0,12,70.0,1,2,4,10.0,0,14.0
39646,T.Dwight,LV,2007,9,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,28.0,1,8.8
39647,T.Dwight,LV,2007,10,REG,0,0,0.0,0,0.0,0.0,1,2.0,0,0,0,0.0,0,0.2
39648,T.Dwight,LV,2007,11,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,33.0,0,3.3
39649,T.Dwight,LV,2007,12,REG,0,0,0.0,0,0.0,0.0,1,10.0,0,0,0,0.0,0,1.0
39650,T.Dwight,LV,2007,13,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,15.0,1,7.5
39651,T.Dwight,LV,2007,14,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,22.0,0,2.2
39652,B.Engram,SEA,2007,1,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,64.0,0,6.4
39653,B.Engram,SEA,2007,2,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,5,5,71.0,0,7.1
39654,B.Engram,SEA,2007,3,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,5,5,62.0,1,12.2
39655,B.Engram,SEA,2007,4,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,4,4,53.0,1,11.3
39656,B.Engram,SEA,2007,5,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,2,2,25.0,0,2.5
39657,B.Engram,SEA,2007,6,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,9,9,120.0,0,12.0
39658,B.Engram,SEA,2007,7,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,6,6,73.0,0,7.3
39659,B.Engram,SEA,2007,9,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,14,14,139.0,1,19.9
39660,B.Engram,SEA,2007,10,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,4,7,53.0,0,5.3
39661,B.Engram,SEA,2007,11,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,8,8,84.0,0,8.4
39662,B.Engram,SEA,2007,12,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,7,7,70.0,0,7.0
39663,B.Engram,SEA,2007,13,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,5,5,60.0,1,10.0
39664,B.Engram,SEA,2007,14,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,4,4,55.0,1,11.5
39665,B.Engram,SEA,2007,15,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,9,9,84.0,0,8.4
39666,B.Engram,SEA,2007,16,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,5,5,69.0,0,6.9
39667,B.Engram,SEA,2007,17,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,4,6,65.0,1,12.5
39668,B.Engram,SEA,2007,18,POST,0,0,0.0,0,0.0,0.0,0,0.0,0,4,4,57.0,0,5.7
39669,B.Engram,SEA,2007,19,POST,0,0,0.0,0,0.0,0.0,0,0.0,0,6,6,67.0,1,12.7
39670,K.Faulk,NE,2007,1,REG,0,0,0.0,0,0.0,0.0,1,4.0,0,1,1,9.0,0,1.3
39671,K.Faulk,NE,2007,2,REG,0,0,0.0,0,0.0,0.0,1,4.0,0,1,1,9.0,0,1.3
39672,K.Faulk,NE,2007,3,REG,0,0,0.0,0,0.0,0.0,2,14.0,0,5,5,38.0,0,5.2
39673,K.Faulk,NE,2007,4,REG,0,0,0.0,0,0.0,0.0,3,22.0,0,3,3,39.0,0,6.1
39674,K.Faulk,NE,2007,5,REG,0,0,0.0,0,0.0,0.0,3,6.0,0,1,1,7.0,0,1.3
39675,K.Faulk,NE,2007,6,REG,0,0,0.0,0,0.0,0.0,13,50.0,0,3,3,24.0,0,7.4
39676,K.Faulk,NE,2007,7,REG,0,0,0.0,0,0.0,0.0,6,27.0,0,1,1,7.0,0,3.4
39677,K.Faulk,NE,2007,8,REG,0,0,0.0,0,0.0,0.0,5,32.0,0,7,7,57.0,0,8.9
39678,K.Faulk,NE,2007,9,REG,0,0,0.0,0,0.0,0.0,7,29.0,0,3,3,20.0,1,10.9
39679,K.Faulk,NE,2007,11,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,2,2,18.0,0,1.8
39680,K.Faulk,NE,2007,12,REG,0,0,0.0,0,0.0,0.0,2,0.0,0,3,3,30.0,0,3.0
39681,K.Faulk,NE,2007,13,REG,0,0,0.0,0,0.0,0.0,7,33.0,0,2,2,18.0,0,5.1
39682,K.Faulk,NE,2007,14,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,3,3,15.0,0,1.5
39683,K.Faulk,NE,2007,15,REG,0,0,0.0,0,0.0,0.0,4,20.0,0,3,3,19.0,0,3.9
39684,K.Faulk,NE,2007,16,REG,0,0,0.0,0,0.0,0.0,7,29.0,0,1,1,9.0,0,3.8
39685,K.Faulk,NE,2007,17,REG,0,0,0.0,0,0.0,0.0,2,-2.0,0,8,8,64.0,0,6.2
39686,K.Faulk,NE,2007,19,POST,0,0,0.0,0,0.0,0.0,4,9.0,0,5,5,36.0,0,4.5
39687,K.Faulk,NE,2007,20,POST,0,0,0.0,0,0.0,0.0,1,8.0,0,8,8,82.0,0,9.0
39688,K.Faulk,NE,2007,21,POST,0,0,0.0,0,0.0,0.0,1,7.0,0,7,7,52.0,0,5.9
39689,C.Fauria,CAR,2007,3,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,8.0,0,0.8
39690,C.Fauria,CAR,2007,8,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,11.0,0,1.1
39691,C.Fauria,CAR,2007,11,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,2.0,1,6.2
39692,C.Fauria,CAR,2007,15,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,16.0,0,1.6
39693,C.Fauria,CAR,2007,17,REG,0,0,0.0,0,0.0,0.0,0,0.0,0,1,1,2.0,1,6.2
39694,B.Favre,GB,2007,1,REG,23,42,206.0,0,1.0,4.0,1,-2.0,0,0,0,0.0,0,4.04
39695,B.Favre,GB,2007,2,REG,29,38,286.0,3,1.0,1.0,2,-2.0,0,0,0,0.0,0,21.24
39696,B.Favre,GB,2007,3,REG,28,45,369.0,3,0.0,2.0,2,1.0,0,0,0,0.0,0,26.86
39697,B.Favre,GB,2007,4,REG,32,45,344.0,2,0.0,1.0,4,1.0,0,0,0,0.0,0,19.86
39698,B.Favre,GB,2007,5,REG,29,40,322.0,1,2.0,1.0,0,0.0,0,0,0,0.0,0,12.88
39699,B.Favre,GB,2007,6,REG,19,37,188.0,0,2.0,2.0,3,8.0,0,0,0,0.0,0,4.32
39700,B.Favre,GB,2007,8,REG,21,27,331.0,2,0.0,1.0,2,-8.0,0,0,0,0.0,0,20.44
39701,B.Favre,GB,2007,9,REG,24,34,360.0,2,2.0,1.0,2,-1.0,0,0,0,0.0,0,18.3
39702,B.Favre,GB,2007,10,REG,33,46,351.0,3,0.0,0.0,1,1.0,0,0,0,0.0,0,26.14
39703,B.Favre,GB,2007,11,REG,22,30,218.0,3,0.0,1.0,3,-3.0,0,0,0,0.0,0,20.42
