,player_name,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,passing_air_yards,carries,rushing_yards,rushing_tds,rushing_fumbles,receptions,targets,receiving_yards,receiving_tds,receiving_yards_after_catch,fantasy_points
0,C.Batch,2012,REG,45,70,475.0,1,4.0,3.0,663.0,0,0.0,0,0.0,0,0,0.0,0,0.0,15.0
1,D.Driver,2012,REG,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,8,13,77.0,2,12.0,19.7
2,T.Gonzalez,2012,REG,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,93,124,930.0,8,252.0,141.0
3,T.Gonzalez,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,83,121,859.0,8,224.0,135.9
4,M.Hasselbeck,2012,REG,138,221,1367.0,7,5.0,14.0,1707.0,13,38.0,0,1.0,0,0,0.0,0,0.0,76.48
5,M.Hasselbeck,2013,REG,7,12,130.0,0,1.0,0.0,77.0,2,-2.0,0,0.0,0,0,0.0,0,0.0,3.0
6,P.Manning,2012,REG,400,583,4659.0,37,11.0,21.0,4841.0,23,6.0,0,0.0,0,0,0.0,0,0.0,310.96
7,P.Manning,2013,REG,450,659,5477.0,55,10.0,18.0,5169.0,32,-31.0,1,5.0,0,0,0.0,0,0.0,409.98
8,R.Moss,2012,REG,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,28,50,434.0,3,83.0,61.4
9,B.Stokley,2012,REG,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,45,59,544.0,5,148.0,84.4
10,B.Stokley,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,13,21,115.0,0,60.0,11.5
11,B.Meester,2013,REG,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,1,1,9.0,0,10.0,0.9
12,T.Brady,2012,REG,401,637,4827.0,35,8.0,27.0,5508.0,23,32.0,4,1.0,0,0,0.0,0,0.0,344.28
