,game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,result,total,total_line,temp,stadium
4248,2015_01_PIT_NE,2015,REG,1,2015-09-10,Thursday,20:30,PIT,21.0,NE,28.0,7.0,49.0,51.0,65.0,Gillette Stadium
4249,2015_01_IND_BUF,2015,REG,1,2015-09-13,Sunday,13:00,IND,14.0,BUF,27.0,13.0,41.0,44.5,56.0,Ralph Wilson Stadium
4250,2015_01_GB_CHI,2015,REG,1,2015-09-13,Sunday,13:00,GB,31.0,CHI,23.0,-8.0,54.0,48.5,72.0,Soldier Field
4251,2015_01_KC_HOU,2015,REG,1,2015-09-13,Sunday,13:00,KC,27.0,HOU,20.0,-7.0,47.0,41.0,,NRG Stadium
4252,2015_01_CAR_JAX,2015,REG,1,2015-09-13,Sunday,13:00,CAR,20.0,JAX,9.0,-11.0,29.0,41.0,77.0,EverBank Field
4253,2015_01_CLE_NYJ,2015,REG,1,2015-09-13,Sunday,13:00,CLE,10.0,NYJ,31.0,21.0,41.0,39.0,77.0,MetLife Stadium
4254,2015_01_SEA_STL,2015,REG,1,2015-09-13,Sunday,13:00,SEA,31.0,STL,34.0,3.0,65.0,41.5,,Edward Jones Dome
4255,2015_01_MIA_WAS,2015,REG,1,2015-09-13,Sunday,13:00,MIA,17.0,WAS,10.0,-7.0,27.0,45.5,69.0,FedExField
4256,2015_01_NO_ARI,2015,REG,1,2015-09-13,Sunday,16:05,NO,19.0,ARI,31.0,12.0,50.0,48.5,,University of Phoenix Stadium
4257,2015_01_DET_SD,2015,REG,1,2015-09-13,Sunday,16:05,DET,28.0,SD,33.0,5.0,61.0,45.5,84.0,Qualcomm Stadium
4258,2015_01_BAL_DEN,2015,REG,1,2015-09-13,Sunday,16:25,BAL,13.0,DEN,19.0,6.0,32.0,46.5,88.0,Sports Authority Field at Mile High
4259,2015_01_CIN_OAK,2015,REG,1,2015-09-13,Sunday,16:25,CIN,33.0,OAK,13.0,-20.0,46.0,43.0,73.0,O.co Coliseum
4260,2015_01_TEN_TB,2015,REG,1,2015-09-13,Sunday,16:25,TEN,42.0,TB,14.0,-28.0,56.0,40.5,84.0,Raymond James Stadium
4261,2015_01_NYG_DAL,2015,REG,1,2015-09-13,Sunday,20:30,NYG,26.0,DAL,27.0,1.0,53.0,52.0,,AT&T Stadium
4262,2015_01_PHI_ATL,2015,REG,1,2015-09-14,Monday,19:10,PHI,24.0,ATL,26.0,2.0,50.0,55.0,,Georgia Dome
4263,2015_01_MIN_SF,2015,REG,1,2015-09-14,Monday,22:20,MIN,3.0,SF,20.0,17.0,23.0,42.5,70.0,Levi's Stadium
4264,2015_02_DEN_KC,2015,REG,2,2015-09-17,Thursday,20:25,DEN,31.0,KC,24.0,-7.0,55.0,42.0,87.0,Arrowhead Stadium
4265,2015_02_NE_BUF,2015,REG,2,2015-09-20,Sunday,13:00,NE,40.0,BUF,32.0,-8.0,72.0,45.0,62.0,Ralph Wilson Stadium
4266,2015_02_HOU_CAR,2015,REG,2,2015-09-20,Sunday,13:00,HOU,17.0,CAR,24.0,7.0,41.0,41.0,88.0,Bank of America Stadium
4267,2015_02_ARI_CHI,2015,REG,2,2015-09-20,Sunday,13:00,ARI,48.0,CHI,23.0,-25.0,71.0,45.5,70.0,Soldier Field
4268,2015_02_SD_CIN,2015,REG,2,2015-09-20,Sunday,13:00,SD,19.0,CIN,24.0,5.0,43.0,47.5,69.0,Paul Brown Stadium
4269,2015_02_TEN_CLE,2015,REG,2,2015-09-20,Sunday,13:00,TEN,14.0,CLE,28.0,14.0,42.0,41.0,64.0,FirstEnergy Stadium
4270,2015_02_DET_MIN,2015,REG,2,2015-09-20,Sunday,13:00,DET,16.0,MIN,26.0,10.0,42.0,44.0,67.0,TCF Bank Stadium
4271,2015_02_TB_NO,2015,REG,2,2015-09-20,Sunday,13:00,TB,26.0,NO,19.0,-7.0,45.0,47.0,,Mercedes-Benz Superdome
4272,2015_02_ATL_NYG,2015,REG,2,2015-09-20,Sunday,13:00,ATL,24.0,NYG,20.0,-4.0,44.0,49.5,73.0,MetLife Stadium
4273,2015_02_SF_PIT,2015,REG,2,2015-09-20,Sunday,13:00,SF,18.0,PIT,43.0,25.0,61.0,46.0,66.0,Heinz Field
4274,2015_02_STL_WAS,2015,REG,2,2015-09-20,Sunday,13:00,STL,10.0,WAS,24.0,14.0,34.0,41.0,72.0,FedExField
4275,2015_02_MIA_JAX,2015,REG,2,2015-09-20,Sunday,16:05,MIA,20.0,JAX,23.0,3.0,43.0,42.5,87.0,EverBank Field
4276,2015_02_BAL_OAK,2015,REG,2,2015-09-20,Sunday,16:05,BAL,33.0,OAK,37.0,4.0,70.0,42.0,80.0,O.co Coliseum
4277,2015_02_DAL_PHI,2015,REG,2,2015-09-20,Sunday,16:25,DAL,20.0,PHI,10.0,-10.0,30.0,53.0,77.0,Lincoln Financial Field
4278,2015_02_SEA_GB,2015,REG,2,2015-09-20,Sunday,20:30,SEA,17.0,GB,27.0,10.0,44.0,49.0,62.0,Lambeau Field
4279,2015_02_NYJ_IND,2015,REG,2,2015-09-21,Monday,20:30,NYJ,20.0,IND,7.0,-13.0,27.0,45.5,,Lucas Oil Stadium
4280,2015_03_WAS_NYG,2015,REG,3,2015-09-24,Thursday,20:25,WAS,21.0,NYG,32.0,11.0,53.0,45.0,71.0,MetLife Stadium
4281,2015_03_CIN_BAL,2015,REG,3,2015-09-27,Sunday,13:00,CIN,28.0,BAL,24.0,-4.0,52.0,45.5,70.0,M&T Bank Stadium
4282,2015_03_NO_CAR,2015,REG,3,2015-09-27,Sunday,13:00,NO,22.0,CAR,27.0,5.0,49.0,43.0,69.0,Bank of America Stadium
4283,2015_03_OAK_CLE,2015,REG,3,2015-09-27,Sunday,13:00,OAK,27.0,CLE,20.0,-7.0,47.0,43.5,75.0,FirstEnergy Stadium
4284,2015_03_ATL_DAL,2015,REG,3,2015-09-27,Sunday,13:00,ATL,39.0,DAL,28.0,-11.0,67.0,43.5,,AT&T Stadium
4285,2015_03_TB_HOU,2015,REG,3,2015-09-27,Sunday,13:00,TB,9.0,HOU,19.0,10.0,28.0,41.0,,NRG Stadium
4286,2015_03_SD_MIN,2015,REG,3,2015-09-27,Sunday,13:00,SD,14.0,MIN,31.0,17.0,45.0,45.5,75.0,TCF Bank Stadium
4287,2015_03_JAX_NE,2015,REG,3,2015-09-27,Sunday,13:00,JAX,17.0,NE,51.0,34.0,68.0,48.5,68.0,Gillette Stadium
4288,2015_03_PHI_NYJ,2015,REG,3,2015-09-27,Sunday,13:00,PHI,24.0,NYJ,17.0,-7.0,41.0,47.0,66.0,MetLife Stadium
4289,2015_03_PIT_STL,2015,REG,3,2015-09-27,Sunday,13:00,PIT,12.0,STL,6.0,-6.0,18.0,48.5,,Edward Jones Dome
4290,2015_03_IND_TEN,2015,REG,3,2015-09-27,Sunday,13:00,IND,35.0,TEN,33.0,-2.0,68.0,46.5,74.0,Nissan Stadium
4291,2015_03_SF_ARI,2015,REG,3,2015-09-27,Sunday,16:05,SF,7.0,ARI,47.0,40.0,54.0,45.0,,University of Phoenix Stadium
4292,2015_03_BUF_MIA,2015,REG,3,2015-09-27,Sunday,16:25,BUF,41.0,MIA,14.0,-27.0,55.0,43.5,87.0,Sun Life Stadium
4293,2015_03_CHI_SEA,2015,REG,3,2015-09-27,Sunday,16:25,CHI,0.0,SEA,26.0,26.0,26.0,43.5,60.0,CenturyLink Field
4294,2015_03_DEN_DET,2015,REG,3,2015-09-27,Sunday,20:30,DEN,24.0,DET,12.0,-12.0,36.0,45.0,,Ford Field
4295,2015_03_KC_GB,2015,REG,3,2015-09-28,Monday,20:30,KC,28.0,GB,38.0,10.0,66.0,47.0,67.0,Lambeau Field
4296,2015_04_BAL_PIT,2015,REG,4,2015-10-01,Thursday,20:25,BAL,23.0,PIT,20.0,-3.0,43.0,44.0,63.0,Heinz Field
4297,2015_04_NYJ_MIA,2015,REG,4,2015-10-04,Sunday,09:30,NYJ,27.0,MIA,14.0,-13.0,41.0,42.0,59.0,Wembley Stadium
4298,2015_04_HOU_ATL,2015,REG,4,2015-10-04,Sunday,13:00,HOU,21.0,ATL,48.0,27.0,69.0,47.5,,Georgia Dome
4299,2015_04_NYG_BUF,2015,REG,4,2015-10-04,Sunday,13:00,NYG,24.0,BUF,10.0,-14.0,34.0,46.5,60.0,Ralph Wilson Stadium
4300,2015_04_OAK_CHI,2015,REG,4,2015-10-04,Sunday,13:00,OAK,20.0,CHI,22.0,2.0,42.0,44.5,55.0,Soldier Field
4301,2015_04_KC_CIN,2015,REG,4,2015-10-04,Sunday,13:00,KC,21.0,CIN,36.0,15.0,57.0,45.0,68.0,Paul Brown Stadium
4302,2015_04_JAX_IND,2015,REG,4,2015-10-04,Sunday,13:00,JAX,13.0,IND,16.0,3.0,29.0,43.0,,Lucas Oil Stadium
